emoji,name,slug,group,emoji_version,unicode_version,skin_tone_support,fuzzy_search
🌸,cherry blossom,cherry_blossom,Animals & Nature,0.6,0.6,False,cherry blossom cherry_blossom Animals & Nature
💮,white flower,white_flower,Animals & Nature,0.6,0.6,False,white flower white_flower Animals & Nature
🪷,lotus,lotus,Animals & Nature,14.0,14.0,False,lotus lotus Animals & Nature
🏵️,rosette,rosette,Animals & Nature,0.7,0.7,False,rosette rosette Animals & Nature
🌹,rose,rose,Animals & Nature,0.6,0.6,False,rose rose Animals & Nature
🥀,wilted flower,wilted_flower,Animals & Nature,3.0,3.0,False,wilted flower wilted_flower Animals & Nature
🌺,hibiscus,hibiscus,Animals & Nature,0.6,0.6,False,hibiscus hibiscus Animals & Nature
🌻,sunflower,sunflower,Animals & Nature,0.6,0.6,False,sunflower sunflower Animals & Nature
🌼,blossom,blossom,Animals & Nature,0.6,0.6,False,blossom blossom Animals & Nature
🌷,tulip,tulip,Animals & Nature,0.6,0.6,False,tulip tulip Animals & Nature
🪻,hyacinth,hyacinth,Animals & Nature,15.0,15.0,False,hyacinth hyacinth Animals & Nature
🌱,seedling,seedling,Animals & Nature,0.6,0.6,False,seedling seedling Animals & Nature
🪴,potted plant,potted_plant,Animals & Nature,13.0,13.0,False,potted plant potted_plant Animals & Nature
🌲,evergreen tree,evergreen_tree,Animals & Nature,1.0,1.0,False,evergreen tree evergreen_tree Animals & Nature
🌳,deciduous tree,deciduous_tree,Animals & Nature,1.0,1.0,False,deciduous tree deciduous_tree Animals & Nature
🌴,palm tree,palm_tree,Animals & Nature,0.6,0.6,False,palm tree palm_tree Animals & Nature
🌵,cactus,cactus,Animals & Nature,0.6,0.6,False,cactus cactus Animals & Nature
🌾,sheaf of rice,sheaf_of_rice,Animals & Nature,0.6,0.6,False,sheaf of rice sheaf_of_rice Animals & Nature
🌿,herb,herb,Animals & Nature,0.6,0.6,False,herb herb Animals & Nature
☘️,shamrock,shamrock,Animals & Nature,1.0,1.0,False,shamrock shamrock Animals & Nature
🍀,four leaf clover,four_leaf_clover,Animals & Nature,0.6,0.6,False,four leaf clover four_leaf_clover Animals & Nature
🍁,maple leaf,maple_leaf,Animals & Nature,0.6,0.6,False,maple leaf maple_leaf Animals & Nature
🍂,fallen leaf,fallen_leaf,Animals & Nature,0.6,0.6,False,fallen leaf fallen_leaf Animals & Nature
🍃,leaf fluttering in wind,leaf_fluttering_in_wind,Animals & Nature,0.6,0.6,False,leaf fluttering in wind leaf_fluttering_in_wind Animals & Nature
🪹,empty nest,empty_nest,Animals & Nature,14.0,14.0,False,empty nest empty_nest Animals & Nature
🪺,nest with eggs,nest_with_eggs,Animals & Nature,14.0,14.0,False,nest with eggs nest_with_eggs Animals & Nature
🍄,mushroom,mushroom,Animals & Nature,0.6,0.6,False,mushroom mushroom Animals & Nature
🪾,leafless tree,leafless_tree,Animals & Nature,16.0,16.0,False,leafless tree leafless_tree Animals & Nature
🍇,grapes,grapes,Food & Drink,0.6,0.6,False,grapes grapes Food & Drink
🍈,melon,melon,Food & Drink,0.6,0.6,False,melon melon Food & Drink
🍉,watermelon,watermelon,Food & Drink,0.6,0.6,False,watermelon watermelon Food & Drink
🍊,tangerine,tangerine,Food & Drink,0.6,0.6,False,tangerine tangerine Food & Drink
🍋,lemon,lemon,Food & Drink,1.0,1.0,False,lemon lemon Food & Drink
🍋‍🟩,lime,lime,Food & Drink,15.1,15.1,False,lime lime Food & Drink
🍌,banana,banana,Food & Drink,0.6,0.6,False,banana banana Food & Drink
🍍,pineapple,pineapple,Food & Drink,0.6,0.6,False,pineapple pineapple Food & Drink
🥭,mango,mango,Food & Drink,11.0,11.0,False,mango mango Food & Drink
🍎,red apple,red_apple,Food & Drink,0.6,0.6,False,red apple red_apple Food & Drink
🍏,green apple,green_apple,Food & Drink,0.6,0.6,False,green apple green_apple Food & Drink
🍐,pear,pear,Food & Drink,1.0,1.0,False,pear pear Food & Drink
🍑,peach,peach,Food & Drink,0.6,0.6,False,peach peach Food & Drink
🍒,cherries,cherries,Food & Drink,0.6,0.6,False,cherries cherries Food & Drink
🍓,strawberry,strawberry,Food & Drink,0.6,0.6,False,strawberry strawberry Food & Drink
🫐,blueberries,blueberries,Food & Drink,13.0,13.0,False,blueberries blueberries Food & Drink
🥝,kiwi fruit,kiwi_fruit,Food & Drink,3.0,3.0,False,kiwi fruit kiwi_fruit Food & Drink
🍅,tomato,tomato,Food & Drink,0.6,0.6,False,tomato tomato Food & Drink
🫒,olive,olive,Food & Drink,13.0,13.0,False,olive olive Food & Drink
🥥,coconut,coconut,Food & Drink,5.0,5.0,False,coconut coconut Food & Drink
🥑,avocado,avocado,Food & Drink,3.0,3.0,False,avocado avocado Food & Drink
🍆,eggplant,eggplant,Food & Drink,0.6,0.6,False,eggplant eggplant Food & Drink
🥔,potato,potato,Food & Drink,3.0,3.0,False,potato potato Food & Drink
🥕,carrot,carrot,Food & Drink,3.0,3.0,False,carrot carrot Food & Drink
🌽,ear of corn,ear_of_corn,Food & Drink,0.6,0.6,False,ear of corn ear_of_corn Food & Drink
🌶️,hot pepper,hot_pepper,Food & Drink,0.7,0.7,False,hot pepper hot_pepper Food & Drink
🫑,bell pepper,bell_pepper,Food & Drink,13.0,13.0,False,bell pepper bell_pepper Food & Drink
🥒,cucumber,cucumber,Food & Drink,3.0,3.0,False,cucumber cucumber Food & Drink
🥬,leafy green,leafy_green,Food & Drink,11.0,11.0,False,leafy green leafy_green Food & Drink
🥦,broccoli,broccoli,Food & Drink,5.0,5.0,False,broccoli broccoli Food & Drink
🧄,garlic,garlic,Food & Drink,12.0,12.0,False,garlic garlic Food & Drink
🧅,onion,onion,Food & Drink,12.0,12.0,False,onion onion Food & Drink
🥜,peanuts,peanuts,Food & Drink,3.0,3.0,False,peanuts peanuts Food & Drink
🫘,beans,beans,Food & Drink,14.0,14.0,False,beans beans Food & Drink
🌰,chestnut,chestnut,Food & Drink,0.6,0.6,False,chestnut chestnut Food & Drink
🫚,ginger root,ginger_root,Food & Drink,15.0,15.0,False,ginger root ginger_root Food & Drink
🫛,pea pod,pea_pod,Food & Drink,15.0,15.0,False,pea pod pea_pod Food & Drink
🍄‍🟫,brown mushroom,brown_mushroom,Food & Drink,15.1,15.1,False,brown mushroom brown_mushroom Food & Drink
🫜,root vegetable,root_vegetable,Food & Drink,16.0,16.0,False,root vegetable root_vegetable Food & Drink
🍞,bread,bread,Food & Drink,0.6,0.6,False,bread bread Food & Drink
🥐,croissant,croissant,Food & Drink,3.0,3.0,False,croissant croissant Food & Drink
🥖,baguette bread,baguette_bread,Food & Drink,3.0,3.0,False,baguette bread baguette_bread Food & Drink
🫓,flatbread,flatbread,Food & Drink,13.0,13.0,False,flatbread flatbread Food & Drink
🥨,pretzel,pretzel,Food & Drink,5.0,5.0,False,pretzel pretzel Food & Drink
🥯,bagel,bagel,Food & Drink,11.0,11.0,False,bagel bagel Food & Drink
🥞,pancakes,pancakes,Food & Drink,3.0,3.0,False,pancakes pancakes Food & Drink
🧇,waffle,waffle,Food & Drink,12.0,12.0,False,waffle waffle Food & Drink
🧀,cheese wedge,cheese_wedge,Food & Drink,1.0,1.0,False,cheese wedge cheese_wedge Food & Drink
🍖,meat on bone,meat_on_bone,Food & Drink,0.6,0.6,False,meat on bone meat_on_bone Food & Drink
🍗,poultry leg,poultry_leg,Food & Drink,0.6,0.6,False,poultry leg poultry_leg Food & Drink
🥩,cut of meat,cut_of_meat,Food & Drink,5.0,5.0,False,cut of meat cut_of_meat Food & Drink
🥓,bacon,bacon,Food & Drink,3.0,3.0,False,bacon bacon Food & Drink
🍔,hamburger,hamburger,Food & Drink,0.6,0.6,False,hamburger hamburger Food & Drink
🍟,french fries,french_fries,Food & Drink,0.6,0.6,False,french fries french_fries Food & Drink
🍕,pizza,pizza,Food & Drink,0.6,0.6,False,pizza pizza Food & Drink
🌭,hot dog,hot_dog,Food & Drink,1.0,1.0,False,hot dog hot_dog Food & Drink
🥪,sandwich,sandwich,Food & Drink,5.0,5.0,False,sandwich sandwich Food & Drink
🌮,taco,taco,Food & Drink,1.0,1.0,False,taco taco Food & Drink
🌯,burrito,burrito,Food & Drink,1.0,1.0,False,burrito burrito Food & Drink
🫔,tamale,tamale,Food & Drink,13.0,13.0,False,tamale tamale Food & Drink
🥙,stuffed flatbread,stuffed_flatbread,Food & Drink,3.0,3.0,False,stuffed flatbread stuffed_flatbread Food & Drink
🧆,falafel,falafel,Food & Drink,12.0,12.0,False,falafel falafel Food & Drink
🥚,egg,egg,Food & Drink,3.0,3.0,False,egg egg Food & Drink
🍳,cooking,cooking,Food & Drink,0.6,0.6,False,cooking cooking Food & Drink
🥘,shallow pan of food,shallow_pan_of_food,Food & Drink,3.0,3.0,False,shallow pan of food shallow_pan_of_food Food & Drink
🍲,pot of food,pot_of_food,Food & Drink,0.6,0.6,False,pot of food pot_of_food Food & Drink
🫕,fondue,fondue,Food & Drink,13.0,13.0,False,fondue fondue Food & Drink
🥣,bowl with spoon,bowl_with_spoon,Food & Drink,5.0,5.0,False,bowl with spoon bowl_with_spoon Food & Drink
🥗,green salad,green_salad,Food & Drink,3.0,3.0,False,green salad green_salad Food & Drink
🍿,popcorn,popcorn,Food & Drink,1.0,1.0,False,popcorn popcorn Food & Drink
🧈,butter,butter,Food & Drink,12.0,12.0,False,butter butter Food & Drink
🧂,salt,salt,Food & Drink,11.0,11.0,False,salt salt Food & Drink
🥫,canned food,canned_food,Food & Drink,5.0,5.0,False,canned food canned_food Food & Drink
🍱,bento box,bento_box,Food & Drink,0.6,0.6,False,bento box bento_box Food & Drink
🍘,rice cracker,rice_cracker,Food & Drink,0.6,0.6,False,rice cracker rice_cracker Food & Drink
🍙,rice ball,rice_ball,Food & Drink,0.6,0.6,False,rice ball rice_ball Food & Drink
🍚,cooked rice,cooked_rice,Food & Drink,0.6,0.6,False,cooked rice cooked_rice Food & Drink
🍛,curry rice,curry_rice,Food & Drink,0.6,0.6,False,curry rice curry_rice Food & Drink
🍜,steaming bowl,steaming_bowl,Food & Drink,0.6,0.6,False,steaming bowl steaming_bowl Food & Drink
🍝,spaghetti,spaghetti,Food & Drink,0.6,0.6,False,spaghetti spaghetti Food & Drink
🍠,roasted sweet potato,roasted_sweet_potato,Food & Drink,0.6,0.6,False,roasted sweet potato roasted_sweet_potato Food & Drink
🍢,oden,oden,Food & Drink,0.6,0.6,False,oden oden Food & Drink
🍣,sushi,sushi,Food & Drink,0.6,0.6,False,sushi sushi Food & Drink
🍤,fried shrimp,fried_shrimp,Food & Drink,0.6,0.6,False,fried shrimp fried_shrimp Food & Drink
🍥,fish cake with swirl,fish_cake_with_swirl,Food & Drink,0.6,0.6,False,fish cake with swirl fish_cake_with_swirl Food & Drink
🥮,moon cake,moon_cake,Food & Drink,11.0,11.0,False,moon cake moon_cake Food & Drink
🍡,dango,dango,Food & Drink,0.6,0.6,False,dango dango Food & Drink
🥟,dumpling,dumpling,Food & Drink,5.0,5.0,False,dumpling dumpling Food & Drink
🥠,fortune cookie,fortune_cookie,Food & Drink,5.0,5.0,False,fortune cookie fortune_cookie Food & Drink
🥡,takeout box,takeout_box,Food & Drink,5.0,5.0,False,takeout box takeout_box Food & Drink
🍦,soft ice cream,soft_ice_cream,Food & Drink,0.6,0.6,False,soft ice cream soft_ice_cream Food & Drink
🍧,shaved ice,shaved_ice,Food & Drink,0.6,0.6,False,shaved ice shaved_ice Food & Drink
🍨,ice cream,ice_cream,Food & Drink,0.6,0.6,False,ice cream ice_cream Food & Drink
🍩,doughnut,doughnut,Food & Drink,0.6,0.6,False,doughnut doughnut Food & Drink
🍪,cookie,cookie,Food & Drink,0.6,0.6,False,cookie cookie Food & Drink
🎂,birthday cake,birthday_cake,Food & Drink,0.6,0.6,False,birthday cake birthday_cake Food & Drink
🍰,shortcake,shortcake,Food & Drink,0.6,0.6,False,shortcake shortcake Food & Drink
🧁,cupcake,cupcake,Food & Drink,11.0,11.0,False,cupcake cupcake Food & Drink
🥧,pie,pie,Food & Drink,5.0,5.0,False,pie pie Food & Drink
🍫,chocolate bar,chocolate_bar,Food & Drink,0.6,0.6,False,chocolate bar chocolate_bar Food & Drink
🍬,candy,candy,Food & Drink,0.6,0.6,False,candy candy Food & Drink
🍭,lollipop,lollipop,Food & Drink,0.6,0.6,False,lollipop lollipop Food & Drink
🍮,custard,custard,Food & Drink,0.6,0.6,False,custard custard Food & Drink
🍯,honey pot,honey_pot,Food & Drink,0.6,0.6,False,honey pot honey_pot Food & Drink
🍼,baby bottle,baby_bottle,Food & Drink,1.0,1.0,False,baby bottle baby_bottle Food & Drink
🥛,glass of milk,glass_of_milk,Food & Drink,3.0,3.0,False,glass of milk glass_of_milk Food & Drink
☕,hot beverage,hot_beverage,Food & Drink,0.6,0.6,False,hot beverage hot_beverage Food & Drink
🫖,teapot,teapot,Food & Drink,13.0,13.0,False,teapot teapot Food & Drink
🍵,teacup without handle,teacup_without_handle,Food & Drink,0.6,0.6,False,teacup without handle teacup_without_handle Food & Drink
🍶,sake,sake,Food & Drink,0.6,0.6,False,sake sake Food & Drink
🍾,bottle with popping cork,bottle_with_popping_cork,Food & Drink,1.0,1.0,False,bottle with popping cork bottle_with_popping_cork Food & Drink
🍷,wine glass,wine_glass,Food & Drink,0.6,0.6,False,wine glass wine_glass Food & Drink
🍸,cocktail glass,cocktail_glass,Food & Drink,0.6,0.6,False,cocktail glass cocktail_glass Food & Drink
🍹,tropical drink,tropical_drink,Food & Drink,0.6,0.6,False,tropical drink tropical_drink Food & Drink
🍺,beer mug,beer_mug,Food & Drink,0.6,0.6,False,beer mug beer_mug Food & Drink
🍻,clinking beer mugs,clinking_beer_mugs,Food & Drink,0.6,0.6,False,clinking beer mugs clinking_beer_mugs Food & Drink
🥂,clinking glasses,clinking_glasses,Food & Drink,3.0,3.0,False,clinking glasses clinking_glasses Food & Drink
🥃,tumbler glass,tumbler_glass,Food & Drink,3.0,3.0,False,tumbler glass tumbler_glass Food & Drink
🫗,pouring liquid,pouring_liquid,Food & Drink,14.0,14.0,False,pouring liquid pouring_liquid Food & Drink
🥤,cup with straw,cup_with_straw,Food & Drink,5.0,5.0,False,cup with straw cup_with_straw Food & Drink
🧋,bubble tea,bubble_tea,Food & Drink,13.0,13.0,False,bubble tea bubble_tea Food & Drink
🧃,beverage box,beverage_box,Food & Drink,12.0,12.0,False,beverage box beverage_box Food & Drink
🧉,mate,mate,Food & Drink,12.0,12.0,False,mate mate Food & Drink
🧊,ice,ice,Food & Drink,12.0,12.0,False,ice ice Food & Drink
🥢,chopsticks,chopsticks,Food & Drink,5.0,5.0,False,chopsticks chopsticks Food & Drink
🍽️,fork and knife with plate,fork_and_knife_with_plate,Food & Drink,0.7,0.7,False,fork and knife with plate fork_and_knife_with_plate Food & Drink
🍴,fork and knife,fork_and_knife,Food & Drink,0.6,0.6,False,fork and knife fork_and_knife Food & Drink
🥄,spoon,spoon,Food & Drink,3.0,3.0,False,spoon spoon Food & Drink
🔪,kitchen knife,kitchen_knife,Food & Drink,0.6,0.6,False,kitchen knife kitchen_knife Food & Drink
🫙,jar,jar,Food & Drink,14.0,14.0,False,jar jar Food & Drink
🏺,amphora,amphora,Food & Drink,1.0,1.0,False,amphora amphora Food & Drink
🌍,globe showing Europe-Africa,globe_showing_europe_africa,Travel & Places,0.7,0.7,False,globe showing Europe Africa globe_showing_europe_africa Travel & Places
🌎,globe showing Americas,globe_showing_americas,Travel & Places,0.7,0.7,False,globe showing Americas globe_showing_americas Travel & Places
🌏,globe showing Asia-Australia,globe_showing_asia_australia,Travel & Places,0.6,0.6,False,globe showing Asia Australia globe_showing_asia_australia Travel & Places
🌐,globe with meridians,globe_with_meridians,Travel & Places,1.0,1.0,False,globe with meridians globe_with_meridians Travel & Places
🗺️,world map,world_map,Travel & Places,0.7,0.7,False,world map world_map Travel & Places
🗾,map of Japan,map_of_japan,Travel & Places,0.6,0.6,False,map of Japan map_of_japan Travel & Places
🧭,compass,compass,Travel & Places,11.0,11.0,False,compass compass Travel & Places
🏔️,snow-capped mountain,snow_capped_mountain,Travel & Places,0.7,0.7,False,snow capped mountain snow_capped_mountain Travel & Places
⛰️,mountain,mountain,Travel & Places,0.7,0.7,False,mountain mountain Travel & Places
🌋,volcano,volcano,Travel & Places,0.6,0.6,False,volcano volcano Travel & Places
🗻,mount fuji,mount_fuji,Travel & Places,0.6,0.6,False,mount fuji mount_fuji Travel & Places
🏕️,camping,camping,Travel & Places,0.7,0.7,False,camping camping Travel & Places
🏖️,beach with umbrella,beach_with_umbrella,Travel & Places,0.7,0.7,False,beach with umbrella beach_with_umbrella Travel & Places
🏜️,desert,desert,Travel & Places,0.7,0.7,False,desert desert Travel & Places
